"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Continent,Region name,Focal Year: EA082 House construction: shape of roof,Code: EA082 House construction: shape of roof,Description: EA082 House construction: shape of roof,Comment: EA082 House construction: shape of roof,Subcase: EA082 House construction: shape of roof,References: EA082 House construction: shape of roof,Variable: Monthly Mean Precipitation (mm),Comment: Monthly Mean Precipitation (mm)
Ethnographic Atlas,Luguru,Ad14,xd81,Luguru (Ad14),-8.0,38.0,-8.0,38.0,lugu1238,Luguru,ruf,Atlantic-Congo,AFRICA,East Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,Morogoro District,Mluanda(1971); McVicar(nd); Scheerder and Tastevin(1950); Beidelman(1967); Brain(1969); Christensen(1963); Young and Fosbrooke(1960); ,122.9851667,
Ethnographic Atlas,Lendu,Ai29,xd358,Lendu (Ai29),2.0,30.0,2.0,30.0,lend1245,Lendu,led,Central Sudanic,AFRICA,West-Central Tropical Africa,1920,3,Beehive shaped with pointed peak,,,Czekanowski(1924d); Stuhlmann(1894); Maenhaut(1939); Baxter and Butt(1953); Van den Eynde(1923); ,110.1783333,
Ethnographic Atlas,Shavante,Sj11,xd1409,Shavante (Sj11),-14.0,-52.0,-14.0,-52.0,xava1240,Xavánte,xav,Nuclear-Macro-Je,SOUTHERN AMERICA,Brazil,1958,3,Beehive shaped with pointed peak,,Village of Sao Domingo,Nimuendaji(1942); Maybury-Lewis(1967); ,150.9741667,
Ethnographic Atlas,Purum,Ei6,xd712,Purum (Ei6),25.0,94.0,25.0,94.0,puru1266,Purum,pub,Sino-Tibetan,ASIA-TROPICAL,Indian Subcontinent,1930,8,"Gabled, i.e., with two slopes",,,Needham(1958); Das(1945); ,160.9576667,
Ethnographic Atlas,Songhai,Cb3,xd480,Songhai (Cb3),17.0,-1.0,17.0,-1.0,humb1243,Humburi Senni Songhay,hmb,Songhay,AFRICA,West Tropical Africa,1940,1,Rounded or semi-cylindrical,,Bamba division,Sarr(1973); Prost(1954); Prost(1970); Miner(1953); Jacquemond(1959); Rouch(1954); Rouch(1960); ,13.67283333,
Ethnographic Atlas,Toda,Eg4,xd680,Toda (Eg4),12.0,77.0,12.0,77.0,toda1252,Toda,tcx,Dravidian,ASIA-TROPICAL,Indian Subcontinent,1900,1,Rounded or semi-cylindrical,,Toda Tribe,Peter(1955); Murdock(1934b); Emeneau(1941); Rivers(1906); Fox(1963); Marshall(1873); ,56.64033333,
Ethnographic Atlas,Eastern Ojibwa,Na39,xd1055,Eastern Ojibwa (Na39),46.0,-85.0,46.0,-85.0,east2542,Eastern Ojibwa,ojg,Algic,NORTHERN AMERICA,Northeastern U.S.A.,1870,8,"Gabled, i.e., with two slopes",,with special reference to the Kitchibuan of Parry Island,Jenness(1935); ,64.14716667,
Ethnographic Atlas,Drawa,Cc15,xd493,Drawa (Cc15),31.0,-7.0,31.0,-7.0,susi1238,Susiua,,Afro-Asiatic,AFRICA,Northern Africa,1920,7,Flat or horizontal,,,Chapelle(1929); Spillmann(1931); Meunie(1947); ,29.23983333,
Ethnographic Atlas,Koreans,Ed1,xd638,Koreans (Ed1),35.0,102.0,35.0,102.0,kore1280,Korean,kor,Koreanic,ASIA-TEMPERATE,China,1950,9,"Hipped or pyramidal, i.e., with four slopes",,Kanghwa Island,Dallet(1874); Kang(1931); Rutt(1964); Osgood(1951); Hewes and Kim(1952); Heydrich(1931); ,34.8105,
Ethnographic Atlas,Naskapi,Na5,xd1063,Naskapi (Na5),58.0,-70.0,58.0,-70.0,nask1242,Naskapi,nsk,Algic,NORTHERN AMERICA,Eastern Canada,1890,4,Conical,,"with special reference to the northern bands (Barren Ground, Ungava, White Whale River)",Speck(1935); Turner(1890); Strong(1929b); Lips(1947); ,41.593,
Ethnographic Atlas,Kawaiisu,Nc27,xd1126,Kawaiisu (Nc27),35.0,-118.0,35.0,-118.0,kawa1283,Kawaiisu,xaw,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,2,Dome shaped or hemispherical,,,Driver(1937); Gifford(1917); ,29.7535,
Ethnographic Atlas,Burmese,Ei3,xd709,Burmese (Ei3),20.0,95.0,20.0,95.0,nucl1310,Nuclear Burmese,mya,Sino-Tibetan,ASIA-TROPICAL,Indo-China,1950,8,"Gabled, i.e., with two slopes",,Nondwin Village,Trager(1956); Nash(1963); Nash(1965); Scott(1882); Somit and Welsh(1956); Brohm(1963); Le Bar et al.(1964c); ,193.4011667,
Ethnographic Atlas,Tubaduka,Nd40,xd1175,Tubaduka (Nd40),40.0,-113.0,40.0,-113.0,west2622,Western Shoshoni,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1870,4,Conical,,,Steward(1938); Steward(1943); ,17.967,
Ethnographic Atlas,Chewa,Ac10,xd34,Chewa (Ac10),-14.0,33.0,-14.0,33.0,chew1246,Chewa,,Atlantic-Congo,AFRICA,South Tropical Africa,1920,4,Conical,,,Marwick(1952); Ntara(1934); Bruwer(1949); Bruwer(1955); Richards(1950); Read(1938); Tew(1950); Hodgson(1933); ,79.69,
Ethnographic Atlas,Guaraní,Sh7,xd1394,Chiriguano (Sh7),-20.0,-63.0,-20.0,-63.0,east2555,Eastern Bolivian Guaraní,gui,Tupian,SOUTHERN AMERICA,Western South America,1900,8,"Gabled, i.e., with two slopes",,,Nordenskiold(1912); Metraux(1930); Rosen(1924b); Campana(1902); ,54.02883333,
Ethnographic Atlas,Ely Shoshoni,Nd38,xd1172,Ely Shoshoni (Nd38),39.0,-115.0,39.0,-115.0,west2622,Western Shoshoni,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1870,4,Conical,,,Steward(1938); Steward(1941); ,20.37016667,
Ethnographic Atlas,Kipsigis,Aj9,xd414,Kipsigis (Aj9),-1.0,36.0,-1.0,36.0,kips1239,Kipsigis,sgc,Nilotic,AFRICA,East Tropical Africa,1920,4,Conical,,,Huntingford(1953b); Barton(1923); Peristiany(1938); ,44.78166667,
Ethnographic Atlas,Toedokado,Nd28,xd1161,Toedokado (Nd28),40.0,-118.0,40.0,-118.0,sout2967,South Northern Paiute,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1870,2,Dome shaped or hemispherical,,,Stewart(1941); ,12.17816667,
Ethnographic Atlas,Kosraeans,If11,xd826,Kusaians (If11),5.31,162.98,5.0,163.0,kosr1238,Kosraean,kos,Austronesian,PACIFIC,Northwestern Pacific,1860,8,"Gabled, i.e., with two slopes",,,Sarfert(1919); ,260.378,
Ethnographic Atlas,Tahltan,Na27,xd1043,Tahltan (Na27),58.0,-131.0,58.0,-131.0,tahl1239,Tahltan,tht,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,Western Canada,1870,8,"Gabled, i.e., with two slopes",,,Teit(1956); Teit(1906a); MacLachlan(1957); Emmons(1911); ,49.34666667,
Ethnographic Atlas,Beni-Amer,Ca36,xd444,Beni Amer (Ca36),18.0,38.0,18.0,38.0,mans1267,Mansa',,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1860,1,Rounded or semi-cylindrical,,,Nadel(1945); Paul(1950); Munzinger(1864); ,7.919666667,
Ethnographic Atlas,Camba,Se7,xd1371,Camba (Se7),-18.0,-63.0,-18.0,-63.0,chiq1248,Chiquitano,cax,Chiquitano,SOUTHERN AMERICA,Western South America,1950,8,"Gabled, i.e., with two slopes",,a mestizo group in lowland Bolivia,Heath(1959); ,79.70816667,
Ethnographic Atlas,Tolkepaya,Nd67,xd1204,Tolkepaya (Nd67),34.0,-114.0,34.0,-114.0,yava1252,Yavapai,,Cochimi-Yuman,NORTHERN AMERICA,Southwestern U.S.A.,1870,2,Dome shaped or hemispherical,,,Gifford(1936); ,9.929833333,
Ethnographic Atlas,Serer,Ag22,xd258,Serer (Ag22),14.0,-12.0,14.0,-12.0,sere1260,Serer,srr,Atlantic-Congo,AFRICA,West Tropical Africa,1920,4,Conical,,with special reference to those of Sine,Aujas(1931); Bourgeau(1933); Dulphy(1939); Fayet(1939); ,65.26766667,
Ethnographic Atlas,Tikar,Ae58,xd180,Tikar (Ae58),6.0,12.0,6.0,12.0,tige1238,Tige,,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1910,4,Conical,,,Thorbecke and Thorbecke(1919); Thorbecke(1916); ,138.73,
Ethnographic Atlas,Yucatec Maya,Sa6,xd1322,Yucatec Maya (Sa6),18.0,-90.0,18.0,-90.0,yuca1254,Yucatec Maya,yua,Mayan,NORTHERN AMERICA,Mexico,1520,8,"Gabled, i.e., with two slopes",,,Chamberlain(1951); Roys(1943); Gann and Thompson(1931); Thompson(1927); Carrasco(1967); Tozzer(1941); Von Hagen(1957); Roys(1951); Roys(1957); Redfield and Villa Rojas(1934); ,108.5615,
Ethnographic Atlas,Fur,Cb17,xd466,Fur (Cb17),12.0,24.0,12.0,24.0,furr1244,Fur,fvr,Furan,AFRICA,Northeast Tropical Africa,1880,4,Conical,,Jebel Marra,Barth(1967); Felkin(1885); Tunisi(1845); MacMichael(1922b); Beaton(1948); ,45.877,
Ethnographic Atlas,Sami,Cg4,xd544,Lapps (Cg4),68.0,22.0,68.0,22.0,lule1254,Lule Sami,smj,Uralic,EUROPE,Northern Europe,1950,8,"Gabled, i.e., with two slopes",,Konkama District,Manker(1953); Minn(1955); Haglund(1935); Bernatzik(1938); Whitaker(1955); Pehrson(1951); Pehrson(1954); Pehrson(1957); Collinder(1949); Karsten(1955); ,32.7265,
Ethnographic Atlas,Pahvant,Nd57,xd1193,Pahvant (Nd57),39.0,-113.0,39.0,-113.0,utee1244,Ute,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,2,Dome shaped or hemispherical,,,Stewart(1940); Steward(1938); ,21.7325,
Ethnographic Atlas,Tamil,Eg2,xd678,Tamil (Eg2),11.0,79.0,11.0,79.0,tami1289,Tamil,tam,Dravidian,ASIA-TROPICAL,Indian Subcontinent,1880,8,"Gabled, i.e., with two slopes",,with special reference to the agricultural castes in Tanjore,Gough (Aberle)(1955); Gough (Aberle)(nd); ,86.471,
Ethnographic Atlas,Hualapai,Nd65,xd1202,Walapai (Nd65),36.0,-114.0,36.0,-114.0,wala1270,Walapai,,Cochimi-Yuman,NORTHERN AMERICA,Southwestern U.S.A.,1870,2,Dome shaped or hemispherical,,,Kniffen et al.(1935); Drucker(1941); ,11.66033333,
Ethnographic Atlas,Tlaxcalans,Nj9,xd1308,Tlaxdalans (Nj9),19.0,-98.0,19.0,-98.0,cent2132,Central Nahuatl,nhn,Uto-Aztecan,NORTHERN AMERICA,Mexico,1960,8,"Gabled, i.e., with two slopes",,,Nutini(1962); Nutini(1965); ,70.2245,
Ethnographic Atlas,Kotoko,Ai18,xd346,Kotoko (Ai18),12.0,15.0,12.0,15.0,lagw1237,Lagwan,kot,Afro-Asiatic,AFRICA,West-Central Tropical Africa,1880,4,Conical,,,Lebeuf(1959); ,43.4635,
Ethnographic Atlas,Dahuni,Ig14,xd846,Dahuni (Ig14),-10.41,149.91,-10.0,150.0,suau1242,Suau,swp,Austronesian,ASIA-TROPICAL,Papuasia,1900,8,"Gabled, i.e., with two slopes",,,Seligman(1910); Belshaw(1955); ,226.671,
Ethnographic Atlas,Tiv,Ah3,xd320,Tiv (Ah3),7.0,9.0,7.0,9.0,tivv1240,Tiv,tiv,Atlantic-Congo,AFRICA,West Tropical Africa,1920,4,Conical,,Tar of Benue Province,Bohannan and Bohannan(1953); Bohannan and Bohannan(1957); Bohannan and Bohannan(1958); Bohannan and Bohannan(1968); Bohannan and Bohannan(1969); Bohannan(1952); Bohannan(1953); Bohannan(1954a); Bohannan(1954b); Bohannan(1954c); Bohannan(1955); Bohannan(1957a); Bohannan(1957b); Bohannan(1960); Bohannan(1965); ,142.5068333,
Ethnographic Atlas,Yombe,Ac8,xd74,Yombe (Ac8),-5.0,13.0,-5.0,13.0,yomb1244,Yombe,yom,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,Deleval(1912); Van Overbergh(1907b); De Cleene(1937a); Van Reeth(1935); De Cleene(1937b); ,97.15816667,
Ethnographic Atlas,Alsea,Nb28,xd1088,Alsea (Nb28),44.0,-124.0,44.0,-124.0,alse1251,Alsea,aes,Alsea,NORTHERN AMERICA,Northwestern U.S.A.,1860,8,"Gabled, i.e., with two slopes",,,Barnett(1937); Drucker(1939); ,134.276,
Ethnographic Atlas,Sinkaitk,Nd15,xd1147,Sinkaitk (Nd15),49.0,-120.0,49.0,-120.0,sout2963,Southern Okanogan,,Salishan,NORTHERN AMERICA,Western Canada,1880,4,Conical,,,Cline et al.(1938); ,49.37716667,
Ethnographic Atlas,Soga,Ad46,xd116,Soga (Ad46),1.0,33.0,1.0,33.0,soga1242,Soga,xog,Atlantic-Congo,AFRICA,East Tropical Africa,1950,4,Conical,,,Fallers(1956); Fallers(1960); Roscoe(1915); ,113.0131667,
Ethnographic Atlas,Totonac,Nj4,xd1303,Totonac (Nj4),20.0,-97.0,20.0,-97.0,high1243,Highland Totonac,tos,Totonacan,NORTHERN AMERICA,Mexico,1940,9,"Hipped or pyramidal, i.e., with four slopes",,,Kriekenberg(1918); Palerm(1952-53); Kelly and Palerm(1952); ,111.4545,
Ethnographic Atlas,Hawaiians,Ij6,xd895,Hawaiians (Ij6),19.89,-155.83,20.0,-156.0,hawa1245,Hawaiian,haw,Austronesian,PACIFIC,North-Central Pacific,1800,8,"Gabled, i.e., with two slopes",,,Buck(1957); Vayda(1956); Malo(1951); Handy et al.(1933); ,145.3201667,
Ethnographic Atlas,Tareumiut,Na2,xd1036,Tareumiut (Na2),71.0,-157.0,71.0,-157.0,nort2944,North Slope Inupiatun,,Eskimo-Aleut,NORTHERN AMERICA,Subarctic America,1880,2,Dome shaped or hemispherical,,,Spencer(1959); Chance(1966); Murdoch(1892); ,8.513166667,
Ethnographic Atlas,Kapingamarangi,Ii7,xd886,Kapingamarang (Ii7),1.09,154.8,1.0,155.0,kapi1249,Kapingamarangi,kpg,Austronesian,PACIFIC,Northwestern Pacific,1910,8,"Gabled, i.e., with two slopes",,,Emory(1965); Eilers(1934); Buck(1950); ,305.7873333,"Note, estimate is from a point 42 km away (coordinates: 1.37,154.54); data were not available at society's reported location"
Ethnographic Atlas,Hausa Kanawa,Cb9,xd486,Hausa Kanawa (Cb9),12.0,9.0,12.0,9.0,kano1249,Kano,,Afro-Asiatic,AFRICA,West Tropical Africa,1940,4,Conical,,"Hausa, with special reference to the Kanawa",Smith(1955a); Forde and Scott(1946); ,59.6,
Ethnographic Atlas,Garifuna,Sa7,xd1323,Black Carib (Sa7),16.0,-89.0,16.0,-89.0,gari1256,Garifuna,cab,Arawakan,SOUTHERN AMERICA,Central America,1940,8,"Gabled, i.e., with two slopes",,,Solien(1960a); Solien(1960b); Taylor(1951); ,245.6735,
Ethnographic Atlas,Majuro,If3,xd834,Majuro (If3),7.09,171.13,7.0,171.0,rata1243,Ratak,,Austronesian,PACIFIC,Northwestern Pacific,1940,9,"Hipped or pyramidal, i.e., with four slopes",,With special reference to the inhabitants of Majuro,Spoehr(1949); ,241.9531667,
Ethnographic Atlas,Ife,Af34,xd213,Ife (Af34),7.0,5.0,7.0,5.0,ifee1241,Ifè,ife,Atlantic-Congo,AFRICA,West Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,"Ife Ilesha Division, Oyo Prov.",Forde(1951); Bascom(1942); Bascom(1944); ,125.5521667,
Ethnographic Atlas,Amarar,Ca35,xd443,Amarar (Ca35),20.0,36.0,20.0,36.0,amar1281,Amara (Beja),,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,Sandars(1935); Clark(1938); ,6.8205,
Ethnographic Atlas,Georgians,Ci8,xd584,Georgians (Ci8),42.0,45.0,42.0,45.0,imer1248,Imeretian,,Kartvelian,ASIA-TEMPERATE,Caucasus,1850,7,Flat or horizontal,,,Allen(1932); Haxthausen(1854); Abasadse(1894); ,76.99816667,
Ethnographic Atlas,Tristan da Cunha,Cf3,xd538,Tristan da Cunha (Cf3),-37.11,-12.27,-37.0,-12.0,stan1293,Standard English,eng,Indo-European,ANTARCTIC,Subantarctic Islands,1930,8,"Gabled, i.e., with two slopes",,,Munch(1945); ,133.25,
Ethnographic Atlas,Carajá,Sj1,xd1407,Caraja (Sj1),-12.0,-50.0,-12.0,-50.0,kara1500,Karajá,kpj,Nuclear-Macro-Je,SOUTHERN AMERICA,Brazil,1950,9,"Hipped or pyramidal, i.e., with four slopes",,,Ehrenreich(1891); Dietschy(1962); Dietschy(nd); Lipkind(1948); Krause(1911); ,156.9615,
Ethnographic Atlas,Rundi,Ae8,xd184,Rundi (Ae8),-3.0,30.0,-3.0,30.0,rund1242,Rundi,run,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1910,3,Beehive shaped with pointed peak,,,Van der Burgt(1903); Bourgeois(1954); Meyer(1916); Delacauw(1936); Simons(1944); D'Hertefelt et al.(1962); ,88.90933333,
Ethnographic Atlas,Jebala,Cd15,xd513,Jebala (Cd15),35.0,-5.0,35.0,-5.0,jebl1238,Jebli,,Afro-Asiatic,AFRICA,Northern Africa,1910,9,"Hipped or pyramidal, i.e., with four slopes",,,Michaux-Bellaire(1911); Rackow(1958); ,54.267,
Ethnographic Atlas,Kiga,Ad13,xd80,Chiga (Ad13),-3.0,30.0,-3.0,30.0,chig1238,Chiga,cgg,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,Edel(1937); Edel(1957); Taylor(1962); ,88.90933333,
Ethnographic Atlas,New Englanders,Cf1,xd536,New England (Cf1),42.0,-73.0,42.0,-73.0,stan1293,Standard English,eng,Indo-European,NORTHERN AMERICA,Northeastern U.S.A.,1920,8,"Gabled, i.e., with two slopes",,Small City in Connecticut,Murdock(nd); ,99.35633333,
Ethnographic Atlas,Nail,Cd17,xd515,Nail (Cd17),35.0,5.0,35.0,5.0,cons1245,Constantine,,Afro-Asiatic,AFRICA,Northern Africa,1920,1,Rounded or semi-cylindrical,,,Ubach et al.(1923); ,24.79583333,
Ethnographic Atlas,Hadza,Aa9,xd9,Hatsa Kindiga (Aa9),-3.0,35.0,-3.0,35.0,hadz1240,Hadza,hts,Hadza,AFRICA,East Tropical Africa,1910,2,Dome shaped or hemispherical,,Hatsa Kindiga Tribe,Kohl-Larsen(1958); Woodburn(1964); Woodburn(1968a); Woodburn(1968b); Woodburn(1970); Bleek(1931); ,43.81916667,
Ethnographic Atlas,Zapotec,Nj10,xd1296,Zapotec (Nj10),17.0,-96.0,17.0,-96.0,yala1267,Yalálag Zapotec,zpu,Otomanguean,NORTHERN AMERICA,Mexico,1940,8,"Gabled, i.e., with two slopes",,mountain village of Yalagag,Parsons(1936a); Fuente(1949); Nader(1964); ,76.59566667,
Ethnographic Atlas,Bungi,Ne14,xd1213,Bungi (Ne14),51.0,-100.0,51.0,-100.0,west1510,Western Ojibwa,ojw,Algic,NORTHERN AMERICA,Western Canada,1850,4,Conical,,,Howard(1961); Howard(1965a); Hesketh(1923); Skinner(1914b); ,39.76016667,
Ethnographic Atlas,Koryak,Ec5,xd633,Koryak (Ec5),61.99,164.24,62.0,164.0,kory1246,Koryak,kpy,Chukotko-Kamchatkan,ASIA-TEMPERATE,Russian Far East,1900,7,Flat or horizontal,,with special reference to the Maritime Koryak,Bergman(1927); Czaplieka(1914); Jochelson(1905-08); ,31.6865,
Ethnographic Atlas,Sema,Ei16,xd703,Sema (Ei16),26.0,95.0,26.0,95.0,sumi1235,Sumi Naga,nsm,Sino-Tibetan,ASIA-TROPICAL,Indian Subcontinent,1910,8,"Gabled, i.e., with two slopes",,,Hutton(1921b); ,151.3966667,
Ethnographic Atlas,Nipigon,Na35,xd1051,Nipigon (Na35),50.0,-88.0,50.0,-88.0,cent2136,Central Ojibwa,ojc,Algic,NORTHERN AMERICA,Eastern Canada,1800,4,Conical,,,Grant(1890); Cameron(1890); ,60.06333333,
Ethnographic Atlas,Páez,Sf5,xd1378,Paez (Sf5),3.0,-76.0,3.0,-76.0,paez1247,Páez,pbb,Páez,SOUTHERN AMERICA,Western South America,1900,9,"Hipped or pyramidal, i.e., with four slopes",,,Bernal Villa(1954); Pittier de Fabrega(1907); ,139.0998333,
Ethnographic Atlas,Nganasan,ec12,xd620,Nganasan (ec12),72.0,90.0,72.0,90.0,ngan1291,Nganasan,nio,Uralic,ASIA-TEMPERATE,Siberia,1930,4,Conical,,Avam (Western) group,Popov(1948); Pevgova(1939); Popov(1984); Afanas'eva(1990); Simchenko(1963); Simchenko(1974); Simchenko(1976); Gracheva(1983); Gracheva(1988); Gracheva(1994); Fainberg(1962); ,29.999,
Ethnographic Atlas,Antaisaka,Eh9,xd695,Antaisaka (Eh9),-22.9,47.75,-23.0,48.0,tesa1236,Tesaka Malagasy,tkg,Austronesian,AFRICA,Western Indian Ocean,1930,4,Conical,,,Deschamps(1936); ,152.8471667,
Ethnographic Atlas,Esa,Ca10,xd416,Esa (Ca10),10.0,43.0,10.0,43.0,nort3051,Northern Somali,,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1880,2,Dome shaped or hemispherical,,,Paulitschke(1888); Hildebrandt(1875); Lewis(1955); ,29.87966667,
Ethnographic Atlas,Arapaho,Ne9,xd1228,Arapaho (Ne9),40.0,-103.0,40.0,-103.0,arap1274,Arapaho,arp,Algic,NORTHERN AMERICA,Northwestern U.S.A.,1860,4,Conical,,,Kroeber(1902-07); Michelson(1934); Elkin(1940b); Eggan(1937b); Hilger(1952); ,30.02116667,
Ethnographic Atlas,Haya,Ad42,xd112,Haya (Ad42),-1.0,32.0,-1.0,32.0,haya1250,Haya,hay,Atlantic-Congo,AFRICA,East Tropical Africa,1900,3,Beehive shaped with pointed peak,,,Rehse(1910); Weiss(1926); Autenrieth(1908); Taylor(1962); Cory and Hartnoll(1945); Cesard(1935-37); ,103.7213333,
Ethnographic Atlas,Elko Shoshoni,Nd42,xd1177,Elko Shoshoni (Nd42),41.0,-116.0,41.0,-116.0,west2622,Western Shoshoni,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1870,4,Conical,,"including the Carlin, Halleck, and Wells groups",Steward(1938); Steward(1941); ,23.746,
Ethnographic Atlas,Banda,Ai1,xd337,Banda (Ai1),7.0,22.0,7.0,22.0,west2458,West Central Banda,bbp,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1920,4,Conical,,,Leynaud(1954); Daigre(1932-32); ,116.7793333,
Ethnographic Atlas,Negidal,ec17,xd625,Negidal (ec17),52.0,134.0,52.0,134.0,negi1245,Negidal,neg,Tungusic,ASIA-TEMPERATE,Russian Far East,1890,8,"Gabled, i.e., with two slopes",,Upper Amgun' River group,Gapanovich(1927); Levin and Potapov(1956d); Shternberg(1933a); ,54.3635,
Ethnographic Atlas,Bunlap,Ih3,xd869,Bunlap (Ih3),-15.95,168.22,-16.0,168.0,saaa1241,Sa,sax,Austronesian,PACIFIC,Southwestern Pacific,1950,8,"Gabled, i.e., with two slopes",,Bunlap Village,Lane(1956); Lane(1965); Lane and Lane(1957); ,229.2115,"Note, estimate is from a point 27 km away (coordinates: -16.1,168.02); data were not available at society's reported location"
Ethnographic Atlas,Kuyuidokado,Nd27,xd1160,Kuyuidokado (Nd27),40.0,-119.0,40.0,-119.0,sout2967,South Northern Paiute,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,2,Dome shaped or hemispherical,,,Stewart(1941); Park(1934); Park(1937); Park(1938); ,13.15816667,
Ethnographic Atlas,Sapei,Aj27,xd403,Sapei (Aj27),1.0,35.0,1.0,35.0,kups1238,Kupsabiny,kpz,Nilotic,AFRICA,East Tropical Africa,1920,3,Beehive shaped with pointed peak,,,Roscoe(1924); ,84.8985,
Ethnographic Atlas,Guro,Af52,xd233,Guro (Af52),7.0,-6.0,7.0,-6.0,guro1248,Guro,goa,Mande,AFRICA,West Tropical Africa,1920,9,"Hipped or pyramidal, i.e., with four slopes",,,Tauxier(1924a); ,118.0668333,
Ethnographic Atlas,Bijogo,Ag18,xd253,Bijogo (Ag18),11.1,-16.15,11.0,-16.0,bidy1244,Bidyogo,bjg,Atlantic-Congo,AFRICA,West Tropical Africa,1930,4,Conical,,,Bernatzik(1944); Santos Lima(1947); Bernatzik(1933); ,158.4635,
Ethnographic Atlas,Isleta,Nh10,xd1260,Isleta (Nh10),35.0,-107.0,35.0,-107.0,sout2961,Southern Tiwa,tix,Kiowa-Tanoan,NORTHERN AMERICA,South-Central U.S.A.,1920,7,Flat or horizontal,,,Parsons(1932a); Trager(1943); ,26.33133333,
Ethnographic Atlas,Minchia,Ed8,xd651,Minchia (Ed8),26.0,100.0,26.0,100.0,cent2004,Central Bai,bca,Sino-Tibetan,ASIA-TEMPERATE,China,1930,8,"Gabled, i.e., with two slopes",,,Fitzgerald(1941); ,88.765,
Ethnographic Atlas,Pima,Ni6,xd1291,Pima (Ni6),31.0,-111.0,31.0,-111.0,akim1239,Akimel O'odham,,Uto-Aztecan,NORTHERN AMERICA,Mexico,1840,2,Dome shaped or hemispherical,,,Parsons(1928); Castetter and Bell(1942); Russell(1908); Drucker(1941); ,35.74266667,
Ethnographic Atlas,Sandawe,Aa6,xd6,Sandawe (Aa6),-5.0,36.0,-5.0,36.0,sand1273,Sandawe,sad,Sandawe,AFRICA,East Tropical Africa,1920,2,Dome shaped or hemispherical,,,Huntingford(1953b); Dempwolff(1916); Kimmenade(1936); ,47.57733333,
Ethnographic Atlas,Kiowa Apache,Ne2,xd1219,Kiowa Apache (Ne2),36.0,-99.0,36.0,-99.0,kiow1264,Kiowa Apache,apk,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,North-Central U.S.A.,1870,4,Conical,,,Mcallister(1937); ,47.11183333,
Ethnographic Atlas,Sarcee,Ne7,xd1226,Sarsi (Ne7),54.0,-110.0,54.0,-110.0,sars1236,Sarsi,srs,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,Western Canada,1880,4,Conical,,,Honigmann(1956a); Jenness(1938); ,31.58233333,
Ethnographic Atlas,Ndob,Ae55,xd177,Ndob (Ae55),6.0,10.0,6.0,10.0,band1349,Bandobo,,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1950,9,"Hipped or pyramidal, i.e., with four slopes",,,Kaberry(1952); McCulloch et al.(1954); ,179.131,
Ethnographic Atlas,Ancient Egyptians,Cd6,xd524,Ancient Egypt (Cd6),30.0,31.0,30.0,31.0,egyp1246,Egyptian (Ancient),egy,Afro-Asiatic,AFRICA,Northern Africa,-1400,7,Flat or horizontal,,with special reference to the New Empire,Erman(1923); Budge(1926); Montet(1946); Kees(1923); ,1.903,
Ethnographic Atlas,Hanunoo,Ia5,xd745,Hanunoo (Ia5),13.0,121.0,13.0,121.0,hanu1241,Hanunoo,hnn,Austronesian,ASIA-TROPICAL,Malesia,1950,9,"Hipped or pyramidal, i.e., with four slopes",,,Conklin(1955); Conklin(1957); Conklin(1954); ,188.7333333,
